,Store Number,City,2015 Sales,2015 Sales mean,County Number,Price per Liter mean,Zip Code,2015 Volume Sold (Liters),2015 Volume Sold (Liters) mean,2015 Margin mean,2015 Sales Q1,2016 Sales Q1,First Date,Last Date
173,3045,BRITT,92027.53,81.9479341051,41,12.6752817708,50423,9546.0,8.50044523598,27.5077292965,21711.71,14626.29,2015-01-07,2016-03-30
174,3054,GRINNELL,135780.35,65.2790144231,79,21.9974152358,50112,8177.61,3.93154326923,21.8116586538,28128.95,46323.73,2015-10-28,2016-02-24
175,3056,CLARION,81212.99,76.0421254682,99,14.7118005917,50525,6582.82,6.16368913858,25.4285205993,21803.2,535381.86,2015-11-12,2016-03-22
176,3065,MONTEZUMA,73044.72,58.5294230769,79,13.7612664072,50171,6120.75,4.90444711538,19.5683173077,12517.29,812011.78,2015-01-08,2015-01-29
177,3162,MUSCATINE,205314.96,80.5472577481,70,13.0851448747,52761,18868.75,7.40241271087,26.9353354257,53988.92,206247.57,2015-01-08,2015-03-26
178,3354,DAVENPORT,2385085.09,705.646476331,82,18.8301392294,52807,160561.05,47.5032692308,235.730677515,555707.4,6402.78,2015-01-06,2015-03-26
179,3385,CEDAR RAPIDS,3947176.01,805.053234754,57,18.7846902528,52402,273289.2,55.7391800938,268.869600245,1082136.01,100765.67,2015-01-08,2015-03-26
180,3390,MILFORD,1278226.39,169.055203015,30,18.5437862012,51351,89528.14,11.8407803201,56.4333884407,192089.46,20098.61,2015-01-08,2015-03-25
181,3393,RICEVILLE,25889.97,79.1742201835,66,14.4084185234,50466,2289.75,7.00229357798,26.4409174312,5574.99,68230.36,2015-01-05,2015-02-05
182,3400,DES MOINES,392450.49,135.655198756,77,17.0608485681,50317,25322.84,8.75314206706,45.2938472174,80241.27,596063.0,2015-01-05,2015-03-25
183,3403,COLUMBUS JUNCTION,95352.32,46.7184321411,58,17.8581862311,52738,6424.54,3.14774130328,15.5945516903,27043.54,87471.43,2015-01-08,2015-01-29
184,3417,MARENGO,301514.3,81.1394779333,48,13.3727183728,52301,26743.23,7.1967787944,27.2886517761,61977.54,431990.7,2015-01-05,2015-03-26
185,3420,WINDSOR HEIGHTS,3422351.55,1098.66823435,77,19.193677788,50311,237374.5,76.2036918138,367.225653291,977772.62,136717.57,2015-01-05,2015-03-19
186,3437,NORWALK,188106.57,125.320832778,91,12.883125586,50211,16217.31,10.8043371086,42.0311992005,41905.18,30008.81,2015-01-07,2016-03-30
187,3443,COUNCIL BLUFFS,494920.81,137.173173503,78,14.5699583468,51503,38624.82,10.705327051,45.8914772727,87839.45,19420.34,2015-01-08,2016-03-31
188,3447,SIOUX CITY,1948203.2,764.001254902,97,17.5593884687,51106,132091.75,51.8006862745,255.153235294,445058.32,274752.6,2015-01-07,2016-03-30
189,3456,CLEAR LAKE,633364.87,82.3942851568,17,17.6210233005,50428,45220.92,5.88277871731,27.5122713672,127495.18,10315.35,2015-01-08,2016-03-31
190,3461,STUART,120868.65,77.9797741935,1,14.7298547973,50250,10363.93,6.68640645161,26.1030967742,23874.67,45252.42,2015-01-06,2016-03-29
191,3465,PANORA,109664.8,70.8886877828,39,15.6975393234,50216,9024.2,5.83335488041,23.7416031028,21535.87,433832.28,2015-01-15,2016-03-21
192,3477,COUNCIL BLUFFS,1241809.72,652.553715187,78,16.0781115657,51501,86693.25,45.5560956385,218.008349974,276096.18,74215.43,2015-01-05,2016-03-28
193,3484,MARCUS,38081.81,64.4362267343,18,14.9728902629,51035,3057.01,5.17260575296,21.5487817259,8506.79,78137.29,2015-01-07,2016-03-30
194,3488,BELLEVUE,232655.86,139.733249249,49,15.2165391105,52031,16846.5,10.118018018,46.7007087087,49163.01,83915.72,2015-01-05,2016-03-28
195,3494,WATERLOO,1755333.32,698.779187898,7,16.7290103219,50702,129808.95,51.6755374204,233.533188694,434110.57,372240.72,2015-01-06,2016-03-29
196,3495,MONTICELLO,323739.84,35.8794015294,53,15.4397003707,52310,25215.96,2.79463149728,11.9961176992,73789.38,148021.9,2015-01-13,2016-03-22
197,3514,FORT DODGE,348482.92,116.238465644,94,18.4059227058,50501,22819.87,7.61169779853,38.8099733155,88006.84,31184.18,2015-01-05,2016-03-28
198,3521,COUNCIL BLUFFS,395317.39,314.743144904,78,21.9808431908,51501,19716.25,15.6976512739,105.035207006,117958.96,33324.36,2015-01-05,2016-03-28
199,3524,AMES,1676609.93,673.067013248,85,17.8366093651,50010,125237.25,50.2758932156,225.055138499,407738.79,32079.13,2015-01-07,2016-03-30
200,3525,WASHINGTON,580031.06,151.80085318,92,18.4416312741,52353,36889.86,9.65450405653,50.6590028788,144364.96,55310.51,2015-01-06,2016-03-29
201,3528,MASON CITY,188383.42,181.137903846,17,18.0550984365,50401,11117.95,10.6903365385,60.5325769231,27996.5,127668.48,2015-01-08,2015-12-30
202,3540,DAVENPORT,187753.05,141.91462585,82,18.7836830076,52807,10794.65,8.15922146636,47.4065003779,33079.6,91300.44,2015-01-08,2015-04-08
203,3542,ST ANSGAR,126065.17,100.37035828,66,16.4873960977,50472,9881.51,7.86744426752,33.5494028662,37634.17,38515.52,2015-01-06,2016-03-29
204,3549,FORT MADISON,410317.67,240.232827869,56,21.6978604242,52627,26741.69,15.6567271663,80.2930854801,93273.51,147785.61,2015-01-07,2016-03-30
205,3562,WEST BURLINGTON,640959.43,162.597521563,29,14.7382221981,52655,48480.25,12.2983891426,54.3592110604,163119.8,15796.13,2015-01-08,2015-02-26
206,3563,MUSCATINE,405280.12,164.147476711,70,14.2398318193,52761,31183.4,12.6299716484,54.8853057918,92311.14,6722.74,2015-01-08,2016-03-31
207,3565,IOWA CITY,200087.67,73.5616433824,52,19.3959320667,52246,14454.02,5.31397794118,24.7353419118,47106.12,60617.59,2015-01-05,2016-03-28
208,3573,OTTUMWA,637649.93,129.577307458,90,18.1032093725,52501,40605.42,8.25145702093,43.2302540134,147839.06,7302.12,2015-01-05,2016-03-21
209,3576,HARTLEY,71428.33,71.42833,71,13.7909274185,51346,6387.26,6.38726,23.97197,17287.33,109979.22,2015-01-06,2016-03-29
210,3582,LEON,28384.99,115.857102041,27,16.4689528669,50144,1855.47,7.57334693878,38.7892244898,6557.68,21199.06,2015-01-06,2016-03-29
211,3584,OELWEIN,265770.85,141.142246415,33,14.9697766907,50662,22511.99,11.9553850239,47.3793998938,66181.12,15504.12,2015-01-05,2016-03-28
212,3587,KEOKUK,41954.34,121.960290698,56,11.9386351052,52632,3840.0,11.1627906977,40.7666860465,9964.38,136380.07,2015-01-05,2016-03-28
213,3591,ACKLEY,28510.31,85.3602095808,94,13.3081451383,50601,2556.25,7.65344311377,28.514251497,5809.0,125218.08,2015-01-07,2016-03-29
214,3592,FORT DODGE,540975.58,160.956733115,42,13.9760990918,50501,44178.5,13.1444510562,53.8952157096,108527.28,68754.57,2015-01-06,2016-03-29
215,3606,GRUNDY CENTER,69435.32,84.9881517748,38,15.7063024912,50638,5341.6,6.53806609547,28.3662056304,18054.08,73134.24,2015-01-05,2016-03-28
216,3611,LOGAN,64258.98,103.310257235,43,11.8111920073,51546,5991.75,9.63303858521,34.6648553055,14443.44,34041.84,2015-01-07,2016-03-30
217,3612,MAQUOKETA,496759.01,64.648491671,49,15.4998196852,52060,37429.07,4.87103982301,21.5773451327,132731.13,97715.76,2015-01-05,2016-03-28
218,3618,CEDAR RAPIDS,572004.03,194.890640545,57,14.4710633569,52404,46370.75,15.7992333901,65.1626780238,125778.26,68622.84,2015-01-08,2016-03-31
219,3621,SHELDON,282234.21,75.7066013948,71,17.9735292485,51201,22201.82,5.95542381974,25.3312473176,71428.25,89141.64,2015-01-06,2015-04-14
220,3622,SPIRIT LAKE,468872.78,209.69265653,30,15.3715925547,51360,36410.5,16.283765653,70.1398389982,79851.96,98603.1,2015-01-08,2016-03-31
221,3624,NEWTON,172869.99,160.959022346,50,14.5998527977,50208,13616.25,12.6780726257,53.7851675978,41531.19,53043.24,2015-01-06,2016-03-29
222,3625,ANKENY,492453.9,172.548668535,77,14.7021483632,50021,37383.0,13.0984583041,57.6565942537,114953.4,13966.1,2015-01-05,2016-03-28
223,3626,SPENCER,376752.15,169.479149798,21,14.0388912452,51301,31364.25,14.108974359,56.721511471,74914.98,136706.4,2015-01-05,2016-03-28
224,3628,CEDAR RAPIDS,404690.7,170.467860152,57,14.0014117222,52402,32881.5,13.850673968,57.0169755687,89868.72,59505.06,2015-01-05,2016-03-28
225,3629,COUNCIL BLUFFS,451884.24,156.90425,78,14.7005689484,51503,33061.5,11.4796875,52.4456284722,101460.12,82557.48,2015-01-07,2016-03-30
226,3632,DUBUQUE,427574.75,146.379578911,31,13.8013004353,52003,33481.0,11.4621704896,48.9725607669,97351.7,8020.24,2015-01-07,2016-03-30
227,3635,OGDEN,63677.22,72.2783427923,8,14.8387667523,50212,5248.25,5.95715096481,24.2601589103,14537.36,57766.18,2015-01-06,2016-03-15
228,3644,ALTOONA,575714.39,160.589788006,77,14.3900595072,50009,44690.75,12.4660390516,53.71827894,127639.95,37939.14,2015-01-22,2016-03-31
229,3645,WINDSOR HEIGHTS,300427.8,150.817168675,77,14.5900592848,50311,22725.0,11.4081325301,50.3996686747,72096.6,8548.12,2015-01-07,2016-03-30
230,3647,CLINTON,402158.52,165.770206101,23,13.8834002669,52732,32412.0,13.3602638087,55.4205605936,81713.58,21862.64,2015-01-12,2016-03-21
231,3648,FAIRBANK,41547.36,55.1025994695,10,15.4780943572,50629,3649.88,4.84068965517,18.5737400531,7764.47,3079.69,2015-01-26,2015-12-26
232,3650,HOLSTEIN,234923.2,94.803551251,47,17.8640880237,51025,15828.17,6.38747780468,31.6751008878,56029.06,48115.8,2015-01-06,2016-03-29
233,3651,INDIANOLA,162819.08,148.017345455,91,13.724634632,50125,12863.25,11.6938636364,49.4264454545,38036.88,25522.98,2015-01-05,2016-03-28
234,3652,IDA GROVE,31318.46,152.031359223,47,16.9881229773,51445,2013.5,9.77427184466,50.701407767,6782.98,78194.46,2015-01-05,2016-03-28
235,3654,BELMOND,101642.65,139.811072902,99,14.6463424379,50421,7965.0,10.9559834938,46.6585006878,28905.82,28868.44,2015-01-05,2016-03-28
236,3655,SIOUX CITY,78896.0,95.6315151515,97,21.0896939394,51104,5010.46,6.07328484848,31.9846424242,16327.56,60027.08,2015-01-05,2016-03-28
237,3656,ANKENY,210999.92,173.662485597,77,18.3520062708,50021,12157.15,10.0058847737,58.066781893,51759.86,117004.32,2015-01-06,2016-03-29
238,3660,KNOXVILLE,124078.32,139.570663667,63,13.9608693556,50138,9457.5,10.6383577053,46.6486839145,23878.74,8311.56,2015-01-06,2016-03-29
239,3663,WATERLOO,344617.89,175.021782631,7,13.7016931486,50702,28306.25,14.37595226,58.5484357542,82465.92,1827.31,2015-01-08,2016-03-28
240,3664,NORTHWOOD,104244.83,65.2345619524,98,15.740703856,50459,8511.5,5.32634543179,21.7917459324,25681.32,31563.73,2015-01-06,2016-03-28
241,3666,CEDAR RAPIDS,294907.84,172.966475073,57,17.7312172183,52404,18310.5,10.7392961877,57.8053958944,56137.44,32802.9,2015-01-06,2016-03-29
242,3670,CORALVILLE,548541.6,154.693062606,52,14.1716087879,52241,41162.5,11.6081500282,51.7334038353,112629.6,10165.35,2015-01-05,2016-03-28
243,3676,GREENE,36180.35,40.6520786517,12,16.2678423648,50636,3156.06,3.54613483146,13.5909550562,8867.1,30692.2,2015-01-06,2016-03-29
244,3677,EVERLY,8966.63,110.699135802,21,14.1771075838,51338,730.25,9.01543209877,37.0244444444,3154.66,29640.14,2015-01-05,2015-08-24
245,3678,DES MOINES,153563.96,109.453998574,77,22.4035984359,50320,9314.29,6.63883820385,36.5388168211,34458.63,26342.77,2015-01-07,2016-02-23
246,3679,MONONA,124635.74,51.6946246371,22,15.6827253875,52159,8817.61,3.65724180838,17.2669348818,37635.19,35953.38,2015-01-07,2016-03-30
247,3682,WESLEY,232513.3,178.718908532,55,17.0548269646,50483,16810.36,12.9211068409,59.8947578786,63228.48,25488.04,2015-01-05,2016-03-28
248,3688,FREDERICKSBURG,36752.04,73.9477665996,19,12.05709016,50630,3779.25,7.60412474849,24.7886921529,9876.24,72521.4,2015-01-06,2016-03-29
249,3690,WATERLOO,145884.46,130.486994633,7,18.3615146094,50702,8394.8,7.50876565295,43.5957155635,32589.26,66773.76,2015-01-08,2016-03-31
250,3691,URBANDALE,305758.57,228.86120509,77,18.2896717227,50322,17665.2,13.2224550898,76.4344610778,53473.18,68723.85,2015-01-13,2016-03-23
251,3695,REMSEN,103290.95,96.7143726592,75,15.8883269855,51050,7911.02,7.40732209738,32.3468258427,24629.37,47334.58,2015-01-07,2016-03-30
252,3696,DES MOINES,152180.28,146.327192308,77,14.9915929487,50315,10618.5,10.2100961538,48.9246346154,33989.7,9749.04,2015-01-05,2016-03-28
253,3698,WEST DES MOINES,146842.04,102.61498253,77,29.5690036339,50266,6270.54,4.38192872117,34.246512928,25108.96,27628.09,2015-01-07,2016-03-30
254,3700,AVOCA,328916.37,92.1592518913,78,16.6051921517,51521,22865.42,6.40667413841,30.7564051555,79255.66,84796.5,2015-01-06,2016-03-29
255,3704,EMMETSBURG,256431.64,49.7056871487,74,16.725961861,50536,18820.86,3.64816049622,16.6174452413,63780.88,44699.78,2015-01-07,2016-02-24
256,3705,ROCK RAPIDS,290054.32,90.1349658173,60,17.1405131218,51246,21165.77,6.57730577999,30.1104443754,67433.19,25006.08,2015-01-06,2016-03-29
257,3707,CEDAR RAPIDS,282145.15,141.355285571,57,19.2931002282,52402,16046.85,8.03950400802,47.2165380762,51959.08,56434.08,2015-01-07,2016-03-30
258,3710,COLUMBUS JUNCTION,43492.54,226.523645833,58,20.5965195541,52738,2558.78,13.3269791667,75.6099479167,10527.6,104035.86,2015-01-05,2016-03-28
259,3712,MONTEZUMA,132194.54,87.8953058511,79,17.0360206909,50171,8856.35,5.88853058511,29.3904986702,34707.79,86503.62,2015-01-08,2016-03-31
260,3713,MASON CITY,394322.11,190.309898649,17,13.8822586873,50401,33481.25,16.1589044402,63.7212162162,75049.8,63980.21,2015-01-06,2016-03-29
261,3715,DAVENPORT,158734.41,86.6454203057,82,23.8202066685,52807,8064.03,4.40176310044,28.9088700873,38327.74,53970.24,2015-01-08,2016-03-31
262,3717,SUMNER,94636.13,37.0250899844,9,15.4781533132,50674,7547.98,2.95304381847,12.376056338,18545.8,92625.69,2015-01-06,2016-03-29
263,3719,MARSHALLTOWN,264772.83,165.070342893,64,14.4286616791,50158,20577.75,12.829021197,55.2336097257,58823.79,98746.32,2015-01-20,2016-03-29
264,3721,DECORAH,474061.6,155.226457105,96,14.5559437249,52101,35703.45,11.6907170923,51.915929928,97350.48,75680.59,2015-01-08,2016-03-24
265,3722,SIOUX CITY,383951.4,165.282565648,97,15.2106516614,51106,27550.75,11.8599870857,55.2595953508,75824.58,60488.15,2015-01-05,2016-03-28
266,3723,ONAWA,272391.34,42.3033607703,67,16.9604293981,51040,19771.66,3.07061034322,14.1275959,59510.22,27916.09,2015-01-07,2015-12-29
267,3726,OTTUMWA,233540.46,159.631209843,90,14.0594583862,52501,17832.0,12.1886534518,53.3723171565,51431.16,54058.49,2015-01-06,2016-03-22
268,3728,COUNCIL BLUFFS,314964.64,90.4810801494,78,18.5356291332,51503,20788.9,5.97210571675,30.180459638,77449.0,37107.48,2015-01-05,2016-03-21
269,3731,DAVENPORT,467670.96,151.989262268,82,14.8273660182,52807,33955.75,11.0353428664,50.8272115697,131134.8,44787.08,2015-01-06,2016-03-28
270,3732,ELDRIDGE,335688.4,94.69348378,82,16.5434169817,52748,25005.53,7.0537461213,31.6685359661,61259.2,14523.3,2015-01-08,2015-01-29
271,3735,OSKALOOSA,274654.74,97.7071291355,10,16.3471013425,52577,20898.06,7.43438633938,32.7334222697,60917.45,38082.24,2015-01-06,2016-03-29
272,3738,DUBUQUE,106365.83,64.1918105009,31,13.800022756,52001,10746.59,6.48557030779,21.5451599276,27941.23,24550.38,2015-01-05,2016-03-28
273,3740,WATERLOO,203024.06,116.41287844,7,14.9006485593,50702,13165.36,7.54894495413,38.8938876147,50745.67,128499.0,2015-01-07,2016-03-30
274,3742,LEMARS,184159.02,170.35987049,75,14.0822479186,51031,14764.5,13.658186864,57.0516743756,45852.48,85412.77,2015-01-06,2016-03-29
275,3744,DYERSVILLE,257084.96,124.556666667,31,14.5776451758,52040,23999.56,11.6276937984,42.126749031,48538.22,28904.18,2015-01-06,2016-03-29
276,3747,SIGOURNEY,86135.26,59.9410299235,54,14.2052267684,52591,7264.17,5.05509394572,20.0468545581,21700.8,2956.25,2015-01-06,2016-03-29
277,3749,STORM LAKE,202895.34,213.125357143,11,15.2078696479,50588,16235.75,17.0543592437,71.2952310924,41823.68,114852.72,2015-01-05,2016-03-28
278,3756,MANNING,98524.64,47.943863747,14,16.7513431511,51455,7048.32,3.42983941606,16.0428515815,17531.78,651474.94,2015-01-05,2016-03-21
279,3757,SIOUX CITY,548912.59,162.544444773,97,14.3389362212,51108,42336.75,12.5367930115,54.3752561445,121393.71,26369.03,2015-01-08,2016-03-28
280,3762,WINDSOR HEIGHTS,334321.29,95.1398093341,77,23.1891223208,50322,20681.49,5.88545532157,31.7471969266,75058.89,90751.98,2015-01-08,2016-03-31
281,3763,HAWARDEN,123747.79,89.0912814975,84,15.1366966643,51023,9997.84,7.19786897048,29.7833549316,32000.71,37588.32,2015-01-07,2016-03-30
282,3766,NEW HAMPTON,84922.13,57.4574627876,19,15.3146786452,50659,8132.66,5.50247631935,19.2698714479,19616.9,15774.58,2015-01-07,2016-03-30
283,3769,CEDAR FALLS,551946.06,175.667110121,7,14.0362589797,50613,44589.75,14.1915181413,58.7837778485,123543.9,28626.04,2015-01-06,2016-03-29
284,3773,CEDAR RAPIDS,2296386.55,245.524061798,57,23.7752870905,52401,126163.3,13.4890730247,81.898356677,509625.13,48262.36,2015-01-07,2016-03-30
285,3774,DUBUQUE,132710.24,110.407853577,31,11.3057923302,52001,14449.0,12.0207986689,37.1932861897,31672.37,55750.52,2015-01-07,2016-03-30
286,3776,DAVENPORT,424637.42,142.879347241,82,13.9590671666,52806,32571.75,10.959539031,47.7838257066,98119.34,23414.87,2015-01-07,2016-03-30
287,3778,DES MOINES,127728.08,54.5613327638,77,23.1927946642,50310,6419.04,2.74200768902,18.2011149082,29767.69,34131.78,2015-01-07,2016-03-30
288,3779,FORT DODGE,74721.94,115.311635802,94,14.9727452601,50501,7043.82,10.8700925926,38.8947839506,14902.44,57235.68,2015-01-06,2016-03-29
289,3782,GUTTENBURG,97431.04,82.5686779661,22,13.4143583535,52052,8028.7,6.80398305085,27.620940678,15729.54,11363.26,2015-01-08,2016-03-31
290,3783,POCAHONTAS,179053.57,74.4815183028,76,15.5345990121,50574,16067.58,6.68368552413,25.0502537438,46928.25,78114.2,2015-01-08,2016-03-31
291,3784,INDEPENDENCE,232187.75,116.501630707,10,18.0257375358,50644,16083.04,8.06976417461,38.9224736578,59315.79,64640.93,2015-01-07,2016-03-30
292,3785,DES MOINES,138293.3,71.4694056848,77,20.0636576907,50315,9712.59,5.01942635659,23.8475142119,41992.65,26914.57,2015-01-07,2016-03-29
293,3789,OSKALOOSA,237564.21,183.731020882,62,14.8306695393,52577,17817.75,13.780162413,61.44774942,52296.57,50529.7,2015-01-05,2016-03-28
294,3790,MT PLEASANT,271283.94,181.582289157,44,14.74127016,52641,21070.5,14.1034136546,60.6904016064,59585.52,19649.13,2015-01-06,2016-03-29
295,3803,STRAWBERRY POINT,46431.17,123.159602122,22,12.0457799672,52076,4122.5,10.9350132626,41.1474270557,9734.16,465219.66,2015-01-07,2016-03-29
296,3805,DAVENPORT,345952.9,124.39874146,82,25.6784783011,52084,16192.2,5.82243797195,41.489895721,79709.82,34871.29,2015-01-05,2016-02-29
297,3806,WEST DES MOINES,253777.9,200.456477093,77,19.0583651615,50266,14048.93,11.0971011058,66.9480173776,54133.44,43199.93,2015-01-07,2016-03-30
298,3808,LA PORTE CITY,111308.76,58.1550470219,7,15.9384228213,50651,8800.75,4.59809299896,19.488615465,29121.87,70926.26,2015-01-08,2016-03-31
299,3811,KEOKUK,209978.22,146.224387187,56,14.1929662422,52632,15865.5,11.0483983287,48.8411699164,46724.04,224687.27,2015-01-07,2016-03-30
300,3813,MOUNT AYR,80542.21,83.6367705088,80,13.5805799806,50854,6705.15,6.96277258567,27.9782139148,14886.69,8512.23,2015-01-06,2015-03-24
301,3814,WEST DES MOINES,2899909.45,2350.00765802,25,26.5986123009,50266,145924.8,118.253484603,784.994821718,445157.58,49300.46,2015-01-07,2016-03-30
302,3816,RED OAK,160416.93,81.3885996956,69,17.3895827687,51566,12406.98,6.29476407915,27.2017554541,41683.4,37181.84,2015-01-06,2016-03-29
303,3818,KNOXVILLE,198661.93,31.4786769133,63,17.1399720185,50138,14027.35,2.22268261765,10.5119537316,45441.73,59114.16,2015-01-06,2016-02-09
304,3819,DECORAH,280536.49,96.2389331046,96,17.5840824854,52101,22401.23,7.68481303602,32.2883979417,57013.7,18102.9,2015-01-08,2016-03-31
305,3820,SIOUX CITY,1594081.4,203.977146513,97,20.9263892255,51103,90402.22,11.5677824696,68.0853243762,374152.3,52098.18,2015-03-11,2016-03-31
306,3822,SWISHER,48322.13,40.0681011609,52,20.2603962885,52338,2847.42,2.36104477612,13.3793532338,9120.33,98608.29,2015-01-05,2016-03-30
307,3825,DES MOINES,203486.12,95.2650374532,77,20.4003031042,50316,12421.46,5.81529026217,31.7823782772,32094.36,12979.53,2015-01-07,2016-03-29
308,3826,OSCEOLA,27024.24,216.19392,20,17.9623047619,50213,1591.5,12.732,72.11904,6766.56,69305.34,2015-01-07,2016-03-30
309,3829,MOUNT VERNON,142561.41,63.1921143617,57,15.4313004475,52314,11672.9,5.17415780142,21.1552039007,37812.7,2782.68,2015-01-07,2016-03-30
310,3830,CRESTON,305846.82,156.363404908,88,13.9850596455,50801,24306.0,12.4263803681,52.2833128834,74598.9,19856.13,2015-01-06,2016-03-29
311,3831,MADRID,85776.69,54.7045216837,8,15.3550152805,50156,7153.92,4.56244897959,18.3152678571,17713.99,22498.65,2015-01-05,2016-03-28
312,3833,ATLANTIC,186288.96,171.694894009,15,14.543307878,50022,14553.0,13.4129032258,57.3815668203,39726.42,10658.01,2015-01-06,2016-03-29
313,3838,BETTENDORF,377968.27,143.061419379,48,15.4284884737,52722,26773.5,10.1338001514,47.8624413323,92715.11,74135.74,2015-01-05,2016-03-28
314,3841,DUBUQUE,61261.75,40.5975811796,31,14.6137510232,52001,5885.18,3.90005301524,13.5906096753,15839.29,50030.13,2015-01-07,2016-03-30
315,3842,BANCROFT,312242.21,103.118299207,55,18.3691460037,50517,21306.22,7.0364002642,34.4458157199,65983.84,45144.36,2015-01-07,2016-03-30
316,3845,OTHO,16619.64,110.06384106,94,13.1180573951,50569,1437.3,9.51854304636,36.7500662252,4083.72,33167.71,2015-01-05,2016-03-28
317,3849,DYERSVILLE,79981.92,90.6824489796,31,17.1251522514,52040,6188.93,7.01692743764,30.3583333333,18239.93,127977.66,2015-01-05,2016-03-28
318,3853,DAVENPORT,148604.41,145.83357213,82,19.3687465105,52804,8756.57,8.59329735034,48.6448773307,32532.18,101585.81,2015-01-05,2016-03-28
319,3855,STORM LAKE,70766.88,53.4089660377,11,19.4440024382,50588,4721.15,3.56313207547,17.881645283,13558.68,15728.06,2015-01-05,2016-03-28
320,3857,WAUKON,322204.26,101.834469027,3,15.6177190457,52172,23902.42,7.554494311,34.0784102402,56833.74,22145.26,2015-01-06,2016-03-29
321,3858,DAVENPORT,199807.78,69.329555864,82,17.686599799,52806,14941.8,5.18452463567,23.1696634282,42913.34,12866.34,2015-01-05,2016-03-28
322,3859,INDEPENDENCE,244079.16,202.052284768,10,15.0392853201,50644,18939.0,15.6779801325,67.4964072848,56749.08,28009.4,2015-01-06,2016-03-29
323,3866,AMES,118416.21,173.630806452,85,19.222694107,50010,6502.95,9.53511730205,57.9927419355,19595.78,30213.49,2015-01-05,2016-03-28
324,3868,MARION,557774.48,166.152660113,57,14.3520376754,52302,43635.25,12.9982871612,55.5233095025,128931.76,28092.22,2015-01-06,2016-03-29
325,3869,CORALVILLE,379750.68,56.2927186481,52,24.3011943173,52241,18102.77,2.68348206345,18.8039742069,89974.68,24403.38,2015-01-07,2016-03-30
326,3870,ALTOONA,86672.77,171.290059289,77,19.0979503106,50009,4834.8,9.55494071146,57.1929249012,11695.22,21250.04,2015-01-07,2016-03-30
327,3871,WEST DES MOINES,94898.67,173.489341865,77,20.2038162706,50266,4939.2,9.02961608775,57.9146983547,18409.72,117422.1,2015-01-07,2016-02-24
328,3872,DUBUQUE,56256.67,170.474757576,31,19.3864978355,52003,3110.5,9.42575757576,56.8954848485,13783.5,12759.76,2015-01-13,2016-03-22
329,3873,CORALVILLE,149578.43,182.858716381,52,19.6466452645,52241,7980.15,9.75568459658,61.0325061125,28011.1,86467.56,2015-01-07,2016-03-30
330,3876,MANSON,79936.92,76.4215296367,13,13.6074627204,50563,6567.05,6.27825047801,25.5370745698,18845.77,44725.8,2015-01-08,2015-12-10
331,3877,DES MOINES,138004.14,169.538255528,77,19.1781138119,50322,7568.0,9.2972972973,56.6265356265,25307.14,49029.18,2015-01-05,2016-03-28
332,3879,SIOUX CITY,104123.2,163.71572327,97,18.1575024334,51106,6036.9,9.49198113208,54.6755345912,24727.92,40770.85,2015-01-06,2016-03-29
333,3880,COUNCIL BLUFFS,100033.41,200.06682,78,20.2800183333,51503,5288.1,10.5762,66.80086,27080.32,13294.59,2015-01-08,2016-03-31
334,3881,MARSHALLTOWN,450205.36,183.682317421,64,21.372153656,50158,24640.37,10.0531905345,61.311876785,100714.93,16899.89,2015-01-05,2016-03-28
335,3882,DAVENPORT,51146.57,55.0555113025,82,15.5621904637,52802,4357.6,4.6906350915,18.3680301399,11636.69,43366.77,2015-01-05,2016-03-28
336,3886,ANAMOSA,237926.28,194.861818182,53,14.9503166803,52205,18927.0,15.5012285012,65.222014742,48972.06,102618.96,2015-01-07,2016-03-29
337,3888,GRINNELL,197731.12,176.388153434,79,15.4438277898,50112,14739.0,13.1480820696,59.0183853702,45432.96,23177.28,2015-01-07,2016-03-30
338,3889,WAVERLY,218759.04,215.102300885,9,14.6136105258,50677,18265.5,17.9601769912,72.0272566372,47222.52,17666.5,2015-01-27,2016-03-08
339,3890,CEDAR RAPIDS,162216.76,29.7427136047,57,19.6124073382,52405,10866.44,1.99237990466,9.92522185552,40065.58,12386.64,2015-01-07,2016-03-29
340,3891,EMMETSBURG,51788.59,192.522639405,74,19.1091821561,50536,3161.25,11.7518587361,64.2094423792,16396.43,27144.61,2015-01-07,2016-03-30
341,3894,CEDAR RAPIDS,107570.25,51.6916146084,57,17.3293571334,52402,8025.67,3.85664103796,17.2471888515,20233.07,33006.0,2015-01-07,2016-03-23
342,3896,IOWA CITY,167885.78,51.5619717445,52,21.8100350353,52240,9490.24,2.91469287469,17.2017383292,41773.32,25255.31,2015-01-07,2016-03-30
343,3899,WEST DES MOINES,447009.98,162.489996365,77,15.4374482007,50266,31452.25,11.4330243548,54.3194183933,97192.02,23220.04,2015-01-08,2016-03-31
344,3901,FORT DODGE,75687.2,181.940384615,94,19.984115728,50501,4095.0,9.84375,60.7530769231,11933.92,49118.8,2015-01-05,2016-03-28
345,3907,MUSCATINE,80873.36,33.5713408053,70,19.3649446164,52761,5768.03,2.39436695724,11.201079286,20319.02,19055.19,2015-01-13,2015-09-02
346,3908,FORT MADISON,205063.86,145.745458422,56,12.090027414,52627,19614.75,13.9408315565,48.73108742,51115.14,33602.35,2015-01-13,2016-03-16
347,3909,MELCHER-DALLAS,132471.06,102.294254826,63,17.7289012048,50163,8994.05,6.94521235521,34.1353204633,27201.27,226204.99,2015-01-05,2016-03-28
